modismo;significado;ejemplo;fuente
agallinado;acobardado;así que vido a don jerónimo bien agallinao por la pobreza [ .] determinó protegerlo;BDC
agallinar;acobardar;por eso nos agallina tanto la pobreza;BDC
aguadijiar;manar de una herida un humor claro como el agua;las niguas tienen la culpa/ ¡que yo no te vaya a ver! / ¡qué demontre de las niguas/pa'aguadijiar y doler;BDC
ahoritica;ahora, hace un momento;ahoritica regreso. ahoritica se fue;BDC
alpargatón;persona de baja condición social;fulano es un alpargatón;BDC
amañado;que se adapta o se siente a gusto en un ambiente nuevo;está muy amañada en su nuevo trabajo;BDC
ambicia;ambición;la ambicia rompe el saco;BDC
amenito;sí, así sea, correcto;le dieron tetero al niño? –amenito, contesta la madre;BDC
andadera;estado en el que una persona camina repetidamente de un sitio a otro, en algunos casos, sin propósito especial;estoy cansado de tanta andadera;BDC
andar;transportarse en algún vehículo o bestia de montar;anda en un carro viejo. anda en una yegua blanca;BDC
aperado;dicho de una persona, provista de lo necesario, especialmente de ropa;el muchacho quedó bien aperado para el colegio;BDC
aperezado;que se siente falto de ánimo;hoy amanecí bastante aperezado;BDC
aplatanado;inseguro, vacilante;el presidente, otrora enérgico y firme ante la adversidad electoral, se mostró errático, aplatanado e indeciso;BDC
apuntalar;e . tomar un refrigerio o licor;cuando llegamos estaban apuntalando;BDC
argollado;que está comprometido en matrimonio y usa como prenda una argolla;yo no sabía que alberto estaba argollado;BDC
argollero;engañador, que trata de sacar ventaja;juan es argollero en todos sus tratos;BDC
asentar los cascos;adquirir seriedad y juicio;estos enredos de la chatica [ .] son ardores de la mocedad, aunque algo anticipados. ahí se le irán pasando, a conforme vaya asentando los cascos;BDC
asentarse;ajuiciarse;pueda ser que nicanor se asiente con el casamiento;BDC
asistir;residir, habitar;eusebio asiste en la montaña;BDC
ataúd de las ánimas;féretro de madera tosca, sin pulimento ni pintura, que se emplea en los pueblos para enterrar a los pobres de solemnidad;salieron los comisarios con el ataúd de las ánimas;BDC
atembar;embobar, atontar;se va volviendo un insulso, un pendejete, un indolente boquiabierto. será . que esta tierra nos va atembando;BDC
aterrizar;volver a sus cabales, captar plenamente la realidad dejando un estado de distracción o ensimismamiento;con cualquiera de los panoramas, es gravísima la ausencia de realidad de la clase dirigente. no quiere aterrizar o no quiere entender lo que está pasando;BDC
atisbón;fisgón, atisbador;aquel ¡tun! ¡tun! perpetuo de [ .] rateros atisbones [ .] son para coger el monte;BDC
atortolarse;azorarse, ponerse nervioso;se atortolaron al ver al policía;BDC
atrincar;trincar, atar fuertemente;aquí le tengo aparte la;BDC
avivatada;acción propia del avivato;fulano siempre con sus avivatadas;BDC
ayudado;persona de quien se cree que tiene poderes extraordinarios, porque tiene pacto con el diablo;si es o no bruja escobera o voladora, se discute: mas ¿cómo no creer que es una ayudada de siete suelas;BDC
azogado;dicho de una persona, muy inquieta;no le digo que es azogado? parece un lagarto, una ardilla, un muñeco de caucho;BDC
azucararse;cristalizarse el azúcar de algún dulce;el arequipe se nos azucaró;BDC
badulaque;persona inútil, falta de carácter;tu novio resultó un completo badulaque;BDC
bajareque;pared de palos entretejidos con cañas y barro;casa de bahareque;BDC
banderearse;mostrarse, exhibirse;le gusta mucho banderearse;BDC
bareque;pared de palos entretejidos con cañas y barro;casa de bahareque;BDC
bichirón;que vagabundea, que va de una parte a otra;se volvió una bichirona de siete suelas;BDC
biscorneto;bizco, que padece estrabismo;el bizcorneto tiene el malvado vicio de robase las gallinas;BDC
bitoque;cánula que se asegura en el extremo del tubo para aplicar los enemas;si jueres a piquetiar/y el piquete se te empacha,/ metete una lavativa/con bitoque de arracacha;BDC
blanco;persona adinerada y de clase alta, sin importar el color de la piel;vean que ponerse a hablar de nobleza esta pastora [ .] ¡tan blanca que es y no se fija en el pelo pasudo que tiene;BDC
bolate;confusión por causa del movimiento desordenado de las personas;en el volate de la manifestación se me perdió el sombrero;BDC
bombada;alud, mole de agua, tierra o piedras que se precipitan desde una altura;la represa que se ha formado en el sirpe puede volverse una bombada;BDC
botar corriente;interesarse de manera especial en alguien o algo;no bote corriente con ella porque está perdiendo el tiempo;BDC
caballo;persona torpe, ignorante;usted si es mucho caballo;BDC
cabalmente;justamente;cabalmente acabo de verlo;BDC
cachilapo;vehículo pequeño, carpado, utilizado para transportar personas, animales y bultos de regular tamaño;yo más bien me voy en cachilapo;BDC
cachimonis;modalidad de pago en efectivo y de inmediato;él no acepta sino pago cachimonis;BDC
cachorro;pendenciero, peleador;tu primo es un cachorro de primera;BDC
caerse;perder la estima de alguien a causa de un comportamiento supuestamente indebido;la secretaria se cayó con el jefe de personal;BDC
candelero;persona que acompaña o vigila a una pareja de enamorados;solo, o con candelero, en la esquina, en el paseo, en cualquier parte donde pepa se hallase, siguió empalagando tres semanas mortales;BDC
canillero;puntapié dado o recibido en las canillas, especialmente en el juego de fútbol;me dieron dos canilleros que me dejaron cojo;BDC
capamicos;tunante, pícaro, hábil por sus mañas y resabios;más vale un capamicos que un bobo;BDC
capellanía;servidumbre;la hacienda tiene la capellanía del camino público;BDC
carachoso;que padece de carate o alguna enfermedad cutánea;.] todos los adornos ostentosos, son para esas negras, casi siempre caratosas;BDC
carameliar;dilatar engañosamente la solución de un asunto;el gerente me caramelió para aprobarme el préstamo;BDC
caratoso;que padece de carate o alguna enfermedad cutánea;.] todos los adornos ostentosos, son para esas negras, casi siempre caratosas;BDC
caraza;desvergüenza;qué caraza la de este sujeto;BDC
cargue;acción de cargar mercancías en vehículos o semovientes;corabastos es zona de cargue y descargue;BDC
cascarilla;cascarrabias;no trabajo con el patrón porque es muy cascarillas;BDC
caspetudo;dicho de algunas bebidas, espeso;le quedó el masato caspetudo;BDC
centaviar;vender cosas de poco valor en busca de pequeñas ganancias;se la pasa vendiendo baratijas para centaviar;BDC
chanchiro;andrajo;qué haremos, mi bien, qué haremos,/tan chanchirientos que estamos:/juntemos nuestros chanchiros/y un solo chanchiro hagamos;BDC
chanfa;chanfaina, empleo, colocación;conseguí mi buena chanfa;BDC
chipola;mujer, compañera;taba yo ayer por la tarde,/comiendo mi mazamorra,/ cuando me cayó la nueva/qu'era muerta mi chipola;BDC
chirringo;chiquitín;no lo vayan a matar tan chirringo;BDC
chisgua;mochila;"en el otro lau del río/parió una yegua dos potros;/ por la jalta de una chisgua/no te traje los calostros";BDC
chispeadura;acción y efecto de chispearse;mi vestido tiene chispeaduras de barro;BDC
chispear;lloviznar;está chispeando;BDC
chorrearse;no devolver intencionalmente alguna cosa;el carnicero se chorreó las vueltas;BDC
chuchingo;cobarde, de poco ánimo, tímido;no sea chuchingo;BDC
chulla;solo, único;me quedé con el chulla vestido;BDC
chumba;dicho de la yuca o la arracacha, que quedan duras después de cocidas;la yuca salió chumba;BDC
chunchoso;barrigón;desde que te vi venir/en ese potro chunchoso/ me dijo mi corazón:/ni pa' novio ni pa' esposo;BDC
chusmero;miembro de un cuerpo armado irregular;qué quiere decir con eso de chusmero del gobierno? les decíamos así a aquellos civiles que sin ser soldados ni pertenecer a ningún cuerpo militar ayudaban a perseguir a los llaneros rebeldes;BDC
chéchere;trasto viejo o inútil;el cuarto de chécheres;BDC
chúpame las cáscaras;dicho de una persona, entrometido, adulador, chismoso;no lo querían por chúpame las cáscaras;BDC
cocha;mezcla de sustancias sólidas y líquidas para fabricar algún producto;estamos cociendo la cocha de jabón;BDC
conejero;persona que acostumbra abandonar un establecimiento en donde ha recibido algún servicio sin pagar lo debido;lista de los individuos conejeros de billar;BDC
cosca;caparazón de algunos animales como el armadillo;la cosca del armadillo/sirve pa'miles enredos:/sirve pa'sembrar el maíz/y para guardar los güevos;BDC
cositero;hábil para hacer cosas con cuidado y esmero;me pongo a podarle y perfilarle la mata, con estas manos mías tan mañosas y cositeras;BDC
costaleo;robo de café en cereza, a un trabajador, por parte de otro en la recolecta;el costaleo es muy generalizado en algunas fincas;BDC
coyabra;vasija doméstica, grande y abombada, que se hace con el epicarpio seco de una calabaza cortada por la mitad;la piedra de moler, en cuatro estacas/aseguran muy bien en otras cuatro,/ una cuyabra aparadora ponen,/y a su lado, con agua, un calabazo;BDC
crem;clase alta de la sociedad;para poder una defenderse de estas caimanas de la crem;BDC
cuadrado;corpulento;mi taita izque fue un mulato muy zarco y muy cuadrao,;BDC
cucarrearse;volverse negro el café por exceso de tostado;este café se cucarrió;BDC
cucharearse;curvarse o torcerse una superficie plana, especialmente de madera;la ventana se cuchareó;BDC
cuco;bonito, gracioso;qué muñeca tan cuca;BDC
cuido;alimento;ai les tengo hartos cuidos pa que maten el hambre;BDC
cunga;mazamorra espesa hecha de suero de leche y harina de maíz tostado;cuando salí de los llanos/a caballo en una pulga/me vino a' clarear el día/ juntito a l'olla e la cunga;BDC
cuítiva;mentira, embuste, patraña;esos son puras cuítivas;BDC
célebre;dicho de una persona, bonita, linda, agraciada;"aí la veo culeca con el muchachito. ni gracia es, niñ' elisa; ¡es tan sabrocito y tan célebre";BDC
decolaje;despegue de un avión o cualquier medio de transporte aéreo;fue muy movido el decolaje del avión;BDC
deje;último toque de la campana para llamar a una ceremonia religiosa;corre para llegar a tiempo a la misa que ya sonó el deje;BDC
demónchiros;expresión con la que se denota perplejidad o contrariedad;qué demónchiros se haría;BDC
derechura;buena suerte;qué derechura la tuya;BDC
desabrochado;que actúa de manera informal, ruda, descortés;es muy desabrochado para hablar;BDC
desafortunadamente;infortunadamente;desafortunadamente subió otra vez la gasolina;BDC
desarrancharse;dejar de comer y dormir dentro del cuartel;el teniente se desarranchó porque probó que es casado;BDC
descuerada;crítica o chisme que se hace contra alguien;la descuerada se prolongó hasta las tantas de la noche, entre las delicias de armonía;BDC
desgonzado;decaído, sin ánimo;lo levantaron del suelo sin sentido y desgonzado;BDC
deshuevarse;esforzarse en la consecución o aprendizaje de algo;me voy a deshuevar por terminar eso pronto;BDC
despepado;dicho de una persona, que sale rápidamente;salió despepado de la oficina;BDC
dolor de cabeza;contrariedad, molestia, disgusto;por la firma de ese documento tuve un dolor de cabeza. ese muchacho es un dolor de cabeza;BDC
dígame;denota que algo que se pregunta es evidente;vendrá la señora;BDC
echar clavija;engañar a alguien aumentando dolosamente una cuenta;en ese negocio me echó clavija;BDC
echar ojo;mirar, estar alerta para cuidar algo;échele ojo a los niños;BDC
el algo;refrigerio;llegó el algo. llegaron las cucas, el churro, los buñuelos;BDC
embarrarla;cometer una indiscreción;la embarraste con ese chiste tan vulgar;BDC
embarruntar;manchar el cuerpo y, especialmente, la cara con tizne u otra cosa;se embarrutó en la caballeriza;BDC
empandorgarse;enredarse, dificultarse un asunto;cuide de que el negocio no se vaya a empandorgar;BDC
emparamado;empapado por la lluvia;no llevé el paraguas y llegué emparamado;BDC
en chaquess de;se emplea para indicar la ejecución de algo como pretexto para cubrir lo que verdaderamente se desea;en chaques de ir a misa, me veré con mi novio;BDC
enfuertar;fermentar un líquido;enfuertar guarapo;BDC
engerido;alicaído, desanimado, triste;el pollo está engerido porque está enfermo;BDC
engomado;aficionado a algo o a alguien;está engomado con el último libro que compró;BDC
enquimbarse;endeudarse;ve que si dejás a este muchacho bien enquimbao, vos sos el primero que tenés que responder!;BDC
escachalandrado;descuidado en el vestir;esa vigüela que suena/tiene la boca rasgada y también el que la toca/tiene su escachalandrada;BDC
