modismo;significado;ejemplo;fuente
sapo;entrometido;;BDC
sapo;delator;;BDC
sapo;dicho de una persona, gruesa y pequeña;;BDC
saporreto;dicho de una persona, gruesa y pequeña;;BDC
saporrito;dicho de una persona, gruesa y pequeña;;BDC
saporro;dicho de una persona, gruesa y pequeña;;BDC
saporrondó;danza folclórica de la costa pacífica;;BDC
sapurro;dicho de una persona, gruesa y pequeña;;BDC
sardinel;escalón que forma el borde exterior de la acera;;BDC
sardinel;acera;;BDC
sardino;adolescente;;BDC
sebucán;colador indígena, fabricado de hojas de palma, para extraer el jugo venenoso de la yuca brava;;BDC
ser (una) abeja;ser muy vivo, listo, aprovechado;;BDC
ser buena cuchara;tener buen apetito habitualmente;;BDC
ser cachas;ser dos personas muy buenos amigos;;BDC
ser de dudosa ortografía;ser de conducta sospechosa;;BDC
ser el fucú;ser la mala suerte de alguien;;BDC
ser pepa;ser inteligente;;BDC
ser pinta;tener buena presencia, ser elegante;nuestro vecino es pinta;BDC
ser un número;expresión indicativa de que alguien es muy chistoso, llamativo, grotesco, ridículo;juan con tragos es un número;BDC
ser una fiera;ser uno muy listo y hábil en algún asunto;antonio es una fiera para el negocio;BDC
ser una tusa;ser ignorante, inhábil, falto de talento;carlos es una tusa como profesional. ¡pa casarse con una tusa [ .] tiempo sobra;BDC
ser uña y mugre;tener dos personas una amistad muy estrecha;;BDC
ser ~;ser una persona alta y delgada;;BDC
serenar;exponerse al sereno;no te serenes que te da gripa;BDC
serenar;lloviznar;;BDC
serenatero;miembro de un conjunto musical que da serenatas;;BDC
sereno;llovizna;;BDC
serruchar;ponerse de acuerdo para repartirse ilícitamente entre varias personas una parte de los beneficios de un negocio. el funcionario serruchó con el solicitante;;BDC
siembro;porción de tierra sembrada;un siembro de papa;BDC
siempre;indica un cierto grado de algo ¿estás cansado? -siempre. ¿había mucha gente? -siempre;;BDC
siempre;se refiere a una acción que se realiza en contra de lo previsto. ¿siempre voy? siempre lo botaron del puesto;;BDC
siempre;no obstante, sin embargo. llovía mucho pero la gente siempre andaba por la calle;;BDC
sirilí;molestadera. ¡deje ya el sirirí, niño;;BDC
sirilí;pájaro pequeño enemigo del gavilán;;BDC
sirirí;pájaro pequeño enemigo del gavilán;;BDC
sirirí;molestadera. ¡deje ya el sirirí, niño;;BDC
sobar;friccionar alguna parte del cuerpo con un líquido o ungüento medicinal;;BDC
sobar;molestar;;BDC
sobar;maniobrar sobre una parte del cuerpo como tratamiento para luxación u otra lesión;;BDC
sobar la pita;fastidiar, importunar;no sobe la pita;BDC
sobernal;sobornal, lo que se añade a una carga regular;;BDC
sobijo;masaje que se da sobre una parte del cuerpo;;BDC
sobrecupo;exceso de pasajeros o de carga en un vehículo o en un lugar;le pusieron una multa por llevar sobrecupo;BDC
sobresábana;parte del juego de cama que va sobre la sábana;;BDC
socolar;desmontar un terreno dejando los árboles grandes. ¿cómo va a dejar de socolar sus montes, [ .] por atenderme a mí;;BDC
soplado;con verbos de movimiento, muy rápido;salió soplado a la clase, porque iba retrasado;BDC
soplar;tener energías para realizar algo;;BDC
soplete;papeleta escrita para ayudarse subrepticiamente en un examen;;BDC
sorrostricar;molestar, incomodar;;BDC
sucumba;agua de panela;;BDC
sucursal;amante de un hombre casado;;BDC
sudadera;traje de dos piezas que se usa para hacer deporte;;BDC
sudor;medicamento que hace sudar;me tomé un sudor, para esta gripa;BDC
sumercé;forma de tratamiento empleada como expresión cariñosa y respetuosa, especialmente con la familia;;BDC
suplirse;recibir algún provecho o beneficio. promesas y más promesas/que nunca las has cumplido,/si me quisieras de veras/di algo me hubiera suplido;;BDC
surco;tierra que levanta el arado entre una y otra hendedura;levante más el surco para que no se pudra la papa;BDC
surquear;hacer surcos en la tierra al ararla;;BDC
surquear;entre aparceros, sacar los frutos de los surcos;;BDC
surumangué;baile popular con aire de torbellino, en que se entonan estrofas especiales y se hacen algunas figuras al mismo tiempo que se porta un huso para hilar lana;este es el surumanguito/y este es el surumanguito/y este es el surumangué,/que lo bailan con la mano,/que lo bailan con el pie;BDC
surumba;huila, tol. agua de panela;;BDC
susunga;utensilio que se emplea para sacar el agua o la cachaza en los trapiches;;BDC
tabla;billete de mil pesos;eso vale cinco tablas;BDC
tableado;abundante, por ejemplo, comida;;BDC
taco;trancón, embotellamiento de tránsito;;BDC
tacón puntilla;en un zapato, pieza en forma de una puntilla larga que se une a la suela;;BDC
tallar;producir excoriaciones, raspaduras un lazo o una cuerda;;BDC
tallar;dicho especialmente del calzado, apretar;;BDC
tampoco;se emplea a veces para caracterizar algo como exagerado;presentaste entonces tu renuncia? ¡no , tampoco! tampoco es que le quitemos el saludo;BDC
tanganazo;golpe fuerte y repentino;;BDC
tanganazo;trago grande de ron u otro licor, ingerido de una sola vez;;BDC
tanganearse;contonearse;;BDC
tanquear;comer, alimentarse;;BDC
tanquear;aprovisionar de gasolina el tanque de un vehículo;;BDC
tapado;torpe, con dificultad para aprender;;BDC
tapado;solapado;;BDC
tapar;obstruirse las fosas nasales por efecto de un resfriado, o un catarro;se me taparon las narices;BDC
tapar;en el fútbol, atajar el balón el arquero;;BDC
tapar;enriquecerse;el comerciante se tapó en plata;BDC
tapar;obstruirse una cañería;se tapó el sifón del baño;BDC
tapetusa;aguardiente de contrabando y de muy mala calidad;;BDC
taqueada;reprimenda fuerte;le metieron una taqueada;BDC
taqueado;completamente lleno;estaba taqueada la sala de cine;BDC
taquear;reprender severamente;;BDC
taquiara;faja que usan a veces los indígenas en la cabeza como adorno;;BDC
tarabita;cable tendido sobre un río para el paso de personas o bultos mediante un pequeño carro colgante;;BDC
tarea;ejercicio que el maestro pone a los estudiantes para que lo hagan fuera de clase;;BDC
tarrear;acariciar las piernas o las nalgas;;BDC
tarro;envase de metal, plástico o madera para algunos líquidos y comestibles;;BDC
tas tas;voz onomatopéyica que se usa para indicar el sonido que produce el choque de dos bolas en el juego de billar;;BDC
tastasearse;chocar dos bolas de billar;;BDC
te conozco mosco;se usa para poner en duda o desconfiar de algo que hace una persona;no me digas mentiras que te conozco mosco;BDC
tejo;deporte que se juega entre dos o más personas que consiste en lanzar un tejo a una cancha de greda o de plastilina, con un bocín en el centro y mechas en este a las que el jugador debe apuntar;;BDC
tembo;aturdido, bobo, tonto;;BDC
temperar;mudar una persona temporalmente de clima por razones de placer o de salud;algunos habitantes de bogotá temperan en girardot y otros en la costa;BDC
tener buena;o;;BDC
tener espuela;tener mucha experiencia, conocimiento o habilidad en alguna materia;;BDC
tener fucú;estar de malas, ser infortunado;;BDC
tener huevo;expresión para calificar a alguien como descarado o mentiroso;;BDC
tener o ser buena muñeca;ser bueno para liarse a puños;;BDC
tener palito;poseer gracia, simpatía y habilidad para realizar una cosa;;BDC
tener pepa;ser inteligente;;BDC
tener res amarrada;tener un compromiso amoroso oculto;;BDC
tenerle azar;a algo o a alguien . tenerle uno desconfianza mezclada con temor a algo o alguien;como a yo me parecía cosa diabólica siempre les tenía azar y recelo;BDC
ternera a la llanera;la que se corta en trozos y se asa en una varilla al aire libre;;BDC
terronera;miedo, pavor, espanto;;BDC
tierrero;trifulca, pelea;se armó el tierrero;BDC
tierrero;montón de tierra;;BDC
tierrero;polvareda;;BDC
tigra;tigresa;;BDC
tigra;mujer de muy mal genio;;BDC
tigre;persona muy hábil en alguna actividad;es un tigre para conseguir dinero;BDC
timbrar;tocar el timbre;;BDC
timbrar;sobresaltarse, asustarse por algo;;BDC
tinieblo;amante clandestino de una mujer;;BDC
tinterillo;abogado que ejerce la profesión sin tener título;;BDC
tinto;café que se toma sin leche o crema;;BDC
tiradera;burla chanza;;BDC
tirarse;echar a perder una cosa o asunto;"se tiró el negocio; se tiró la fiesta";BDC
tirarse;perjudicar a una persona;se lo tiró con esa crianza;BDC
tiro por tiro;reiteradamente;;BDC
tirria;envidia;;BDC
toca;indica que algo es de inevitable cumplimiento;hay que pagar ese impuesto –toca;BDC
toche;tonto, bobo;no sea toche;BDC
toche;miembro viril;;BDC
tomatrago;aficionado a beber licores embriagantes;;BDC
tomba;grupo de policías;;BDC
tombo;agente de policía;;BDC
topocho;variedad de plátano pequeño;;BDC
torbellino;música y baile popular parecido al bambuco;aunque mi mamá regañe/ y me rompa el camisón,/yo no dejo de bailar/torbellino y galerón;BDC
tostar;matar;;BDC
tote;trozo de fósforo con pólvora que estalla al golpearlo o refregarlo;;BDC
totear;estallar;"antier le pegó una diana/que vergüenza da contar;/y le puso las narices/ como de buey, pa'totiar";BDC
totear;reprobar a un estudiante en un examen;;BDC
toy;voz que, repetida, se usa para llamar a las reses vacunas;;BDC
traba;efecto del consumo de drogas alucinógenas;;BDC
trabarse;ponerse bajo los efectos de un alucinógeno;;BDC
traga;enamoramiento;;BDC
traga;novia o novio;allá viene mi traga;BDC
tragarse;enamorarse;;BDC
trago;copa de licor;;BDC
trago;bebida alcohólica;;BDC
traje formal;el compuesto de saco y pantalón, de color oscuro;;BDC
trancón;embotellamiento de tráfico;;BDC
trapeador;utensilio de aseo para limpiar el piso que consta de un palo y tiras de lana o tela en su parte inferior;;BDC
trapero;utensilio de aseo para limpiar el piso que consta de un palo y tiras de lana o tela en su parte inferior;;BDC
trasbocar;vomitar;;BDC
trastear;mudar de vivienda;;BDC
trastear;trasladar algo de un sitio a otro;qué pesar tan grande tener que trastiale sus cositas;BDC
traviesa;cosecha menor que se obtiene fuera de las épocas de las cosechas principales;;BDC
trinche;tenedor de mesa;;BDC
trompadachín;dado a pelear a trompadas;;BDC
troncharse;dislocarse una articulación;;BDC
troñuño;avaro, mezquino, tacaño;;BDC
truncho;res o bestia sin cola;;BDC
truñuño;avaro, mezquino, tacaño;;BDC
tulpa;cada una de las tres piedras del fogón u hogar, sobre las cuales se coloca la olla;;BDC
tumbar;estafar, robar;;BDC
tumbe;estafa, robo;;BDC
tunjo;figura indígena de la época precolombina antropomorfo o zoomorfo;;BDC
turra;pirinola;;BDC
turra;dicho de una persona, de baja estatura;;BDC
turra;juego de suerte en que se emplea una pirinola;;BDC
turupe;chichón;;BDC
tusa;corazón de la mazorca;;BDC
tusa;despecho por razones amorosas;;BDC
tusar;rapar, cortar el pelo muy corto;;BDC
tuso;rapado, sin pelo;;BDC
tusta;cabeza;;BDC
tuste;cabeza;;BDC
uchar;estimular con voces a un perro;;BDC
uisa;voz que se emplea para espantar a las gallinas;;BDC
uiste;voz que se emplea para espantar animales como caballos, asnos y vacas;;BDC
upac;unidad de poder adquisitivo constante;;BDC
upaquizar;convertir una deuda en unidades de upac;;BDC
upaquizar;mantener el valor constante de una deuda;;BDC
uste;voz que emplean los campesinos para detener a los bueyes de trabajo;;BDC
vaciada;regaño, reprensión en términos ásperos;me pegó una vaciada;BDC
vaciar;reprender, regañar con palabras ásperas;;BDC
vacuna;suma de dinero que exigen personas al margen de la ley a una persona o empresa;;BDC
vaina;palabra comodín para designar cualquier cosa;alcánceme esa vaina;BDC
vaina;molestia, contrariedad, fastidio;;BDC
vallado;zanja de drenaje que divide un terreno;;BDC
vallenato;canción que acompaña a esta música que se basa en relatos populares;;BDC
vallenato;música originaria de la guajira y el cesar, cuyo instrumento principal es el acordeón;;BDC
vallenatología;estudio académico del vallenato;;BDC
varejón;vara larga y delgada;;BDC
vareto;cigarrillo de marihuana;;BDC
vender al detal;vender al por menor;;BDC
venirse;eyacular;;BDC
vereda;cada uno de los sectores rurales en que se divide un municipio;;BDC
vergajada;bellaquería;;BDC
vergajo;forma de referirse a una persona;ese vergajo no es de por aquí;BDC
vergajo;sinvergüenza, bellaco;;BDC
veringo;desnudo;;BDC
verriondo;persona audaz, valiente;;BDC
verriondo;persona mal intencionada;;BDC
vespertina;función de cine o teatro que comienza a las seis de la tarde;ayer fuimos a vespertina;BDC
victimario;persona que hiere o mata a otro;;BDC
vida de perros;vida llena de maltratos, privaciones o pesadumbres;;BDC
vieja;mujer joven;;BDC
vieja;tratamiento cariñoso para la esposa;;BDC
vincha;balaca, cinta o tira con que se sujeta el pelo;;BDC
viringo;desnudo;;BDC
viudo;sopa de pescado con yuca y plátano;;BDC
vivandero;persona que vende víveres en un mercado;;BDC
volado;dicho de una persona, de carácter irascible, impulsivo;;BDC
volado;dicho de una persona, mentalmente trastornado;;BDC
volantón;dicho de una muchacha, ligera en su comportamiento, especialmente con los muchachos;;BDC
volantón;dicho de una persona, que se halla entre la adolescencia y juventud;cuando estaba volantón oí referir el cuento;BDC
volar;robar;;BDC
volar;fugarse, desaparecer de un lugar;el preso se voló de la cárcel;BDC
volar;perder fácilmente el control de sí mismo;se vuela por cualquier cosa;BDC
volate;confusión por causa del movimiento desordenado de las personas;en el volate de la manifestación se me perdió el sombrero;BDC
voleo;ajetreo;;BDC
volverse cocorra de mico;desordenarse totalmente, volverse una confusión inextricable;;BDC
voz de tarro;voz estridente y fastidiosa;;BDC
yagé;bebida preparada con un bejuco y que usan los curanderos para efectos de alucinación y adivinanza;;BDC
yare;jugo venenoso de una especie de yuca, que contiene ácido cianhídrico;;BDC
yegua;persona de pocas capacidades mentales;ser una yegua;BDC
yerba;marihuana;;BDC
yerbatero;curandero;"a las once de la misma noche se reunía en consulta el cuerpo médico de la blanca: don hermógenes, el boticario; mano esteban, el yerbatero insigne y la tía juana, especialista en tabardillos y descensos";BDC
yerbazo;pócima perjudicial para la salud que a veces dan los yerbateros;;BDC
yipao;vehículo pequeño, carpado, utilizado para transportar personas, animales y bultos de regular tamaño;yo más bien me voy en cachilapo;BDC
zalamero;dicho de una persona, quisquillosa con la comida;;BDC
zaperoco;zafarrancho, desorden;;BDC
zona de tolerancia;barrio en el cual se permite la prostitución;;BDC
zumbador;juguete que consiste en una tabla delgada con un rombo en el centro y una cuerda atada que se gira en el aire produciendo un sonido especial;;BDC
zumbar;empujar;no me zumbe;BDC
zumbar;molestar;;BDC
zumbón;empujón;me metió un zumbón;BDC
zurullo;enredo o maraña que resulta de trabarse entre sí desordenadamente los hilos u otras cosas flexibles;;BDC
