palabra;significado;ejemplo;fuente
vereda;División administrativa de tipo rural de un municipio.;Las veredas se encuentran jurisdiccionalmente bajo la administración de la alcaldía.;AcademiaColombianaLengua
verga;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
vergajada;Hecho o actitud ruin, malvado.;Que te hubieran hecho ese descuento en la nómina sin avisarte fue una vergajada.;AcademiaColombianaLengua
vergajo;Referido a una persona, traviesa o indisciplinada.;Este chino vergajo se trae algo entre manos, nunca lo había visto tan casero, decía mi mamá, y ahora va a misa hasta los sábados.;AcademiaColombianaLengua
vergonzosa;Planta silvestre de hasta 1 m de altura, de tallos delgados y espinosos, con hojas muy sensibles que se cierran al menor contacto, y flores de color rosa.;Ejemplo no encontrado.;AcademiaColombianaLengua
verguero;Problema grande.;Ya te había dicho que salir temprano de clase sin permiso del profe es un verguero.;AcademiaColombianaLengua
veringo;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
verraco;Referido a una persona, que está furioso, de mal genio.;Estoy verraco porque en el momento en que la gente más lo esperaba fallé. Pero muchos han fallado. Yo no voy a bajar la cabeza. Estoy verraco, pero tranquilo.;AcademiaColombianaLengua
verraquera;Valentía, energía para hacer algo.;Esa es una ventaja, el hecho de ser positivo y tener el coraje y la verraquera de ser capaz de ganar.;AcademiaColombianaLengua
verriondera;Tesón que tiene alguien para hacer algo.;Esos tipos son la verriondera pa' trabajar y hacer negocios.;AcademiaColombianaLengua
verriondo;Referido a una persona, que se destaca por una cualidad o que realiza bien algún trabajo.;"Hombe, usté es un verriondo pa' tocar maracas; hombe, ¿por qué no hacemos un conjunto?";AcademiaColombianaLengua
verrugosa;Serpiente venenosa de hasta 3,6 m de longitud, dorso con escamas bien marcadas, de color café con manchas negras y rosado obscuro y cola que termina en punta fina.;Las verrugosas son las únicas víboras de Colombia que ponen huevos. El resto, anota el experto, tienen a sus crías en la barriga.;AcademiaColombianaLengua
vertical;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
vestido;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
vestidor;Referido a una prenda de vestir, que hace lucir elegante o bien vestida a la persona.;El pañuelo se debe usar en color blanco, ojalá en lino o seda para complementar el traje oscuro más vestidor.;AcademiaColombianaLengua
vestier;Cuarto ubicado en la habitación principal de una vivienda, provisto de diferentes tipos de organizadores para guardar la ropa y vestirse.;4 alcobas (todas con baño, principal con vestier, familiares con closet, alcoba de empleada completa).;AcademiaColombianaLengua
veterano;Referido a una persona, de mucha edad.;Formamos un equipo de baloncesto con los más veteranos de la empresa, de 50 a 60 años.;AcademiaColombianaLengua
viajado;Ataque que se hace con un puñal.;Ejemplo no encontrado.;AcademiaColombianaLengua
vianda;Conjunto de recipientes que encajan unos sobre otros, se unen por un asa y se emplean para llevar alimentos.;Los fríjoles con garra que le metió en el 'vianda' su mujer poco agraciada deben estar riquísimos.;AcademiaColombianaLengua
viaticar;Viajar un empleado a trabajar, con los gastos pagados por la empresa que lo envía.;Alguien en la reunión llamó la atención a tantos funcionarios presentes, que sólo vinieron a viaticar.;AcademiaColombianaLengua
vibra;Especie de emanación energética de una persona, un lugar, o de un objeto, y que se percibe de manera intuitiva.;"- Varitas de incienso: especialmente la que preparan los Krisnas, para ""las buenas vibras"".";AcademiaColombianaLengua
viche;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
vicio;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
vida;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
video;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
vidrioso;Referido a una planta, fruta o tubérculo, fibroso, duro, sin jugo.;Los frutos que no se desprenden del árbol presentan trastornos fisiológicos internos (corazón negro) y externos (escaldados en algunas frutas se vuelven vidriosas).;AcademiaColombianaLengua
vieja;Mujer de cualquier edad.;Mañana tengo cita con la vieja del juzgado para resolver el problema de la demanda.;AcademiaColombianaLengua
viejera;Achaques que se presentan al envejecer.;La viejera es una fatiga anticipada, una imposibilidad que se adelanta, un no poder que llega cuando todavía el sol no se ha recogido y quedan en las alforjas unos cuantos proyectiles.;AcademiaColombianaLengua
viejerío;Grupo de mujeres.;¿Viene ese actor? ¡Qué viejerío el que va a llegar a ese Centro Comercial!;AcademiaColombianaLengua
viejo;Hombre o mujer de cualquier edad.;Ejemplo no encontrado.;AcademiaColombianaLengua
viernes;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
viga;Referido a una persona, musculosa.;Chepe se puso viga yendo al gimnasio todos los días.;AcademiaColombianaLengua
vikingo;Jugo de fruta congelado que se vende en bolsas plásticas pequeñas.;Un vikingo de lulo o piña sería perfecto para el calor de esta tarde.;AcademiaColombianaLengua
villamarquín;Taladro manual usado en carpintería y compuesto por un manubrio giratorio acodado, con un mango para sostenerlo y un mandril para utilizarlo con las diferentes brocas.;Las herramientas para talla de madera son rústicas para este tipo de trabajo, utilizan hachas, machete, hachuela, gurbias, formones, villamarquín, cuchillos y peines.;AcademiaColombianaLengua
vincha;Cinta, generalmente elástica, que se usa para sujetar el pelo hacia atrás o como adorno.;Las clientas suelen encargar las vinchas y demás diademas florecidas para ir a la playa o a piscina.;AcademiaColombianaLengua
vinete;Vino artesanal que se elabora a base de biche mezclado con miel de panela, clavos y canela.;El consumo de vinete es muy común en la zona rural de la costa chocoana, donde el alcohol también es producido.;AcademiaColombianaLengua
vinisol;Piso hecho con materiales sintéticos parecido al caucho.;Ejemplo no encontrado.;AcademiaColombianaLengua
violento;Referido a algo, muy bueno.;La negra grande, (vino con eso)/ el profe neivo, esta con eso /el Grupo Niche, trae más de eso / ritmo y folclor, pero del más violento.;AcademiaColombianaLengua
violinista;Persona que sale con una pareja y se considera que sobra o estorba.;A algunas las invade el sentimiento de culpa por haber abandonado a sus amigas por el novio, y se inventan planes de violinista.;AcademiaColombianaLengua
violín;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
viringo;Referido a una persona, desnuda.;Indignación porque taxista salió ‘viringo’ a manejar una moto por las calles de Neiva.;AcademiaColombianaLengua
vironcha;Hombre homosexual.;Ejemplo no encontrado.;AcademiaColombianaLengua
viruta;En carpintería, estropajo metálico para cepillar y alisar la madera.;Retirar el acabado viejo de la superficie de muebles usados, usando viruta de acero, lija de papel o disolventes.;AcademiaColombianaLengua
visa;Autorización que necesitan personas de ciertos países para viajar a otros.;Deben tramitar visa colombiana los extranjeros que deseen permanecer en el territorio colombiano y pretendan realizar actividades diferentes a turismo y esparcimiento.;AcademiaColombianaLengua
visaje;Afición o inclinación por exhibirse o mostrar algo.;Deje de dar visaje con ese celular que ya todos lo vimos.;AcademiaColombianaLengua
visajoso;Referido a una persona, que le gusta llamar la atención y ser admirado.;Yo allá monté mi papel de loco, de visajoso y de hiperactivo. Cantaba vallenatos a cambio de monedas.;AcademiaColombianaLengua
visita;Menstruación.;Amor, pásame las toallas que me llegó la visita.;AcademiaColombianaLengua
vistas;Ojos.;La manteca la vendo a peso la botella, lo mesmo que la hiel muy usada en medecina para las vistas.;AcademiaColombianaLengua
vitrina;Espacio exterior de un almacén, con cristales, donde se exhiben productos que ofrece el establecimiento.;¿Supone alguna pérdida espiritual el dejarse llevar por la curiosidad y, sin tener por qué, mirar lo que se ofrece en las vitrinas de los almacenes, comercios en general?;AcademiaColombianaLengua
vitrinear;Salir a mirar las vitrinas de los almacenes de centros o zonas comerciales, sin adquirir un producto.;Son más los clientes que llegan a un centro comercial a 'vitrinear' que los que van a cine o a comprar artículos de tecnología, ropa o calzado.;AcademiaColombianaLengua
viudo;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
viáticos;Dinero que recibe un empleado de una empresa para cubrir los gastos cuando debe realizar un trabajo que le implica desplazarse fuera de la ciudad.;Una vez la delegación llega del exterior tiene la obligación de legalizar los viáticos autorizados, por medio de la presentación de un informe detallado de los eventos a los que asistió.;AcademiaColombianaLengua
voceador;Referido a una persona, que vende periódicos o loterías en la calle anunciándo en voz alta su paso.;De nuevo confunden con vendedores ambulantes a los honrados voceadores de la prensa, que ni son ambulantes, ni comercian con contrabando.;AcademiaColombianaLengua
voladero;Precipicio.;El temor de rodar por un voladero lo hizo maniobrar hacia unos vehículos que esperaban paso en ese sitio, por el carril contrario.;AcademiaColombianaLengua
volado;Saliente de una pared o un edificio.;Un edificio tendrá un volado de 13 metros, ¿cómo hacen para soportar tal volado ¿cómo lo solucionan?;AcademiaColombianaLengua
volado, da;Referido a una persona, que se enfurece y actúa violentamente con facilidad.;Es una vieja muy complicada. Tiene el genio volado. Seguro vas a tener problemas con ella.;AcademiaColombianaLengua
voladora;Lancha rápida de motor que se emplea para el transporte de personas o encomiendas.;La voladora corría encima del agua dejando una estela de espuma blanca tras de sí.;AcademiaColombianaLengua
volandas;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
volante;Hoja impresa, de pequeño formato, con propaganda política o publicitaria que se reparte en lugares públicos.;Los prestamistas piratas se promocionan por Internet o mediante volantes entregados en la calle.;AcademiaColombianaLengua
volantón;Referido a una mujer, desinhibida ante los acercamientos sexuales que se le proponen.;Ejemplo no encontrado.;AcademiaColombianaLengua
volarse;Escaparse de un sitio.;Se volaron 5 presos de la cárcel de mayor seguridad.;AcademiaColombianaLengua
volate;Situación en la que hay mucho movimiento, afán.;¡Qué!, si con aquel volate que había en la casa, con el novenario del niño, ni se supo.;AcademiaColombianaLengua
volear;Trabajar fuertemente.;Ejemplo no encontrado.;AcademiaColombianaLengua
voleo;Trabajo o actividad intensa.;Me gusta mucho pensar que acabé de salir de una jornada de trabajo duro con mucho voleo.;AcademiaColombianaLengua
volqueta;Vehículo de carga provisto de un platón que se eleva por un mecanismo hidráulico, en el que se transportan diversos materiales que se descargan al activarlo.;Nuestras volquetas son vehículos versátiles, imponentes en su diseño y fabricadas para resistir los trabajos más pesados en la difícil topografía colombiana.;AcademiaColombianaLengua
voltaje;Mal olor.;"No le gustaba bañarse mucho; así que tenía el voltaje fuerte.";AcademiaColombianaLengua
volteado;Homosexual.;Ejemplo no encontrado.;AcademiaColombianaLengua
voltear;Girar la cabeza o el cuerpo hacia atrás.;Ejemplo no encontrado.;AcademiaColombianaLengua
voltiarepas;Persona que cambia de opinión según su conveniencia, especialmente en política.;Ser voltiarepas es cambiar de partido para poder conseguir la arepa: «arepa que no se voltea no se asa», dice el refrán.;AcademiaColombianaLengua
vos;Tú.;Pero en realidad no sé quién sos vos, nunca estuve cerca tuyo, quizás por temor.;AcademiaColombianaLengua
voz;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
vuelo;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
vuelta;Trámite o tarea que está pendiente por realizar.;Agustín estaba lejos de poder cumplirle el gran sueño al hijo si apenas andaba en las vueltas del préstamo ante la entidad financiera.;AcademiaColombianaLengua
vuelto;Dinero que se devuelve al pagar con una moneda o billete de mayor valor el costo del artículo comprado.;Ejemplo no encontrado.;AcademiaColombianaLengua
vueltón;Paseo.;"""Qué buen vueltón, pero para la próxima vez lleven el vestido de baño que nos quedamos con las ganas de meternos al río""";AcademiaColombianaLengua
